LWL number	"not in catalogue...(500)"	BM reg number	quoted description	in BM online (520)	264 year(s)	655 years	majority year	description
8550042	False	[]	False	False	[]	['1791', '1791']	1791	King George III and  his consort Queen Charlotte appear as a farmer and his wife riding to market, she with a cage of chickens on her lap as her husband drives the cart, another cage with geese and a pig in the back. Behind them two Lifeguardsmen on horseback ride with their sabres drawn and bunches of carrots and turnips hanging from their saddles. Signposts along the road indicate the way and mileage to Windsor. The King is singing, and the Queen and their guard join in the chorus.
8551675	False	[]	False	False	[]	['1761', '1761']	1761	An etching in outline representing the interior of a room, with a door on the left, a circular table on the right. On the table is a dish on which sits a boar's head; a scroll on the table to the left reads "Reprieve for murder."  A crutch is propped up against the back of the table.  From the ceiling above the middle of the room hangs a birdcage with a yellow bird inside.  Under the birdcage sits the singer Miss Anne Ford a guitar in hand; Anne was the daughter of Thomas Ford Clerk of Arraigns, an Old Bailey lawyer. She sings "si tutti de olberi".  William, the third Earl of Jersay kneels at her feet and with joined hands says, "Believe my sighs my vows my dear &c"  A second crutch lies on the ground beside him; he is much older and suffers from gout.  The lawyer Ford enters the room from the left, hat under his arm as he regards the scene with amusement.  See British Museum catalogue.
8554139	True	[]	False	False	[]	['1760', '1760']	1760	Tall, elegantly dressed elderly gentleman stands in center of a room looking with disgust over his left shoulder at large round tripod table on which lies a crying infant in a straw basket. He holds a raised cane in his right hand and a tricorne hat under his right arm. From his left side hangs a tasselled sword. The baby's basket has a ribbon inscribed 'To Simon Spindleshanks, Esq.' Behind his master, to the left, stands a grinning manservant who is showing delight in what he has brought about. In the background are beautifully panelled walls hung with two paintings which amplify the subject of the print. The one on the left depicts a violent storm; in the one on the right Delilah with Samson asleep at her knee, beckons soldiers to enter the room.
8554209	True	[]	False	False	[]	['1760', '1760']	1760	A large stout man, with an expression of resignation on his face, walking between village houses, staggers under the weight of a drunken woman reposing on his back, a glass marked 'gin' in her raised right hand, her bosom exposed. On her lap sits a monkey holding on to the man's wig and thus pulling it off his head. A magpie is sitting on monkey's shoulders. Around the man's neck is a heavy chain with a huge padlock inscribed 'wedlock' hanging in the center. Behind the group, from a pigsty attached to the house on the left and inscribed, 'She is as drunk as David's sow' a pig sticks out its head. From the roof of the same house is suspended a sighboard showing two cats and decorated at top with bull's horns. Above the horns is an inscription, 'The Christian mans arms, or, the cuckolds fortune.'
8554250	True	[]	False	False	[]	['1737', '1760', '1760', '1760']	1760	A representation of contrasting feelings and emotions in two separate oval frames on one plate. In the left one, a dejected-looking middle-aged man is gazing ahead with unseeing eyes. His chin rests on the handle of the cane that he is holding up with both hands, chapeau-bras. His forehead is creased with worry and his mouth downturned. In the frame on the right, a stout middle-aged man laughs joyously pointing to sad man on the left.
8563136	False	[]	False	False	[]	['1757', '1757']	1757	In the upper right, beneath the French flag, French troops and Indians attack English settlers and burn their homes as signs of general social and political corruption are illustrated in the foreground; each scene is numbered and explained in the key below the image. In the center a tower covered by a cloud, obscuring all but a crown, orb and scepter. Two counselors with goose heads standing gossiping, and two bishops play backgammon and drink spirits (wine?), one sits on a chair made from a bible and the other sits on am overturned model of a church. Two noblemen rob a countryman as he sleeps in his chair. Two senators count their bribes, one hiding the money in his 'pension'. The decline in manufacturing (trade) is symbolized by the idle loom, covered with cobwebs and labeled "To be sold cheape". A thin, starving seaman begs while behind him two common folk stand idly with their hands in their pockets.  In the upper left, soldiers in uniform lounge around their military encampment, beside rows of tents and cannons.  In the distance, lines of ships stand idle at sea.
8563507	False	[]	False	False	[]	['1757', '1757']	1757	In the upper right, beneath the French flag, French troops and Indians attack English settlers and burn their homes as signs of general social and political corruption are illustrated in the foreground; each scene is numbered and explained in the key below the image. In the center a tower covered by a cloud, obscuring all but a crown, orb and scepter. Two counselors with goose heads standing gossiping, and two bishops play backgammon and drink spirits (wine?), one sits on a chair made from a bible and the other sits on am overturned model of a church. Two noblemen rob a countryman as he sleeps in his chair. Two senators count their bribes, one hiding the money in his 'pension'. The decline in manufacturing (trade) is symbolized by the idle loom, covered with cobwebs and labeled "To be sold cheape". A thin, starving seaman begs while behind him two common folk stand idly with their hands in their pockets.  In the upper left, soldiers in uniform lounge around their military encampment, beside rows of tents and cannons.  In the distance, lines of ships stand idle at sea.
8567317	True	['1948,0214.747']	True	True	[]	['1807', '1807']	1807	"A sailor defends himself to a magistrate against a charge of beating up a man by saying he had no weapons except his fist."--British Museum online catalogue.
8578127	False	[]	False	False	[]	['1757', '1757', '1757']	1757	Round portrait of William Pitt the Elder, erected on an ornate support and leaning against a plinth on which stand the figures of Loyalty and Liberty. They hold above Pitt's portrait a banner inscribed with title of the print. Loyalty has her left foot on the neck of a prostrate ugly old woman representing Envy. The support below Pitt's portrait contains the following dedication: To the Rt. Honble. the Lord Mayor Aldermen & Common Council of the City of London, this plate is Dedicated by their humble servts. Darly & Edwards.
8587695	False	[]	False	False	[]	['1756', '1756', '1756']	1756	Three playing card size designs on one plate, arranged vertically.
8601733	True	['2001,0520.42']	False	False	[]	['1807', '1807', '1817', '1819']	1807	An undertaker, bearing a coffin, presents himself before a rotund figure smoking pipe, sitting in a chair.
8602606	False	[]	False	False	['1807']	['1807', '1807']	1807	A sailor clumsily mounts a horse while an ostler with a broom standing by the open stable-door laughs at him. A hunch-backed little stable-boy grins with delight at the scene as he holds the horse's head. A sign post points the direction "To Leather Head" which is presumably the village seen in the landscape beyond, nestled in the rolling hills.
8607207	True	['1948,0214.693']	True	True	[]	['1807', '1807']	1807	"Social satire: three sailors riding on the back of one horse meet a fourth sailor."--British Museum online catalogue.
8608151	False	[]	True	True	[]	['1753', '1753', '1753']	1753	"Scene in a hovel with Elizabeth Canning seated at a table with Mary Squires threatening her with a knife"--British Museum online catalogue.
